match_id,radiant_win,radiant_team,dire_team
8988828432,False,"75,35,6,22,54","111,39,81,64,44"
8988828379,False,"90,55,61,112,71","34,8,11,67,104"
8988828344,True,"99,114,96,123,84","48,54,19,26,70"
8988828265,True,"53,128,9,7,145","36,58,90,41,119"
8988828231,True,"2,83,11,104,58","99,9,54,13,123"
8988828181,True,"31,67,42,14,35","80,87,8,5,55"
8988828164,False,"93,26,96,87,20","41,85,128,98,101"
8988828162,False,"84,44,126,62,69","16,1,5,12,106"
8988828156,True,"100,22,25,70,55","86,74,93,14,6"
8988828132,True,"35,6,41,97,26","47,14,119,128,36"
8988828032,True,"11,47,36,74,14","121,55,54,100,126"
8988827996,True,"85,74,8,107,75","72,104,91,59,26"
8988827993,False,"11,36,49,14,53","71,100,31,126,8"
8988827963,False,"5,12,123,74,145","86,50,128,96,54"
8988827929,True,"69,35,93,27,64","11,92,25,86,9"
8988827902,False,"30,145,34,15,75","105,7,80,59,114"
8988827897,False,"34,11,26,29,105","102,21,19,22,8"
8988827891,False,"48,42,26,70,43","54,86,50,31,77"
8988827841,True,"22,51,86,136,42","6,100,88,71,18"
8988827831,False,"9,22,50,63,129","2,56,62,8,74"
8988827816,True,"44,123,7,86,64","74,33,101,94,20"
8988827762,False,"13,68,42,123,99","8,74,112,76,64"
8988827746,False,"25,138,110,88,37","44,99,84,9,21"
8988827690,True,"14,84,8,101,3","74,54,51,135,40"
8988827672,True,"87,109,36,32,75","7,42,56,39,30"
8988827648,True,"74,26,97,105,44","84,14,75,34,67"
8988827641,True,"85,107,90,97,69","19,3,26,43,6"
8988827593,False,"22,98,62,6,31","10,36,75,68,2"
8988827578,True,"68,104,14,41,52","123,44,36,84,40"
8988827556,False,"36,48,68,78,91","51,60,97,21,71"
8988827539,True,"60,137,128,73,74","79,88,31,7,126"
8988827511,False,"64,16,48,35,50","52,137,1,46,111"
8988827484,True,"69,47,26,68,94","8,108,52,101,64"
8988827481,False,"46,53,27,54,42","30,86,67,7,35"
8988827477,False,"112,114,39,8,9","21,49,26,25,22"
8988827402,True,"34,62,73,38,3","7,21,74,18,66"
8988827384,True,"135,109,30,105,42","97,68,126,72,8"
8988827367,False,"42,85,120,64,108","30,6,106,39,86"
8988827366,True,"67,9,136,14,86","54,64,135,45,123"
8988827356,True,"105,21,23,88,8","53,6,31,99,111"
8988827304,True,"44,104,3,108,21","138,35,131,96,39"
8988827284,False,"53,11,56,7,91","107,42,155,41,74"
8988827280,True,"84,68,48,42,35","90,67,123,28,11"
8988827262,True,"11,64,120,9,27","99,57,62,3,101"
8988827253,False,"97,42,98,26,53","54,19,35,5,86"
8988827191,False,"67,126,47,74,97","9,96,22,10,14"
8988827178,False,"121,58,1,42,75","135,35,21,7,71"
8988827146,True,"84,29,101,113,5","21,74,53,26,63"
8988827099,False,"37,54,14,40,53","29,20,39,11,88"
8988827095,True,"22,2,112,26,1","32,91,84,85,25"
8988827066,True,"25,14,41,27,35","20,44,88,30,55"
8988827060,True,"74,14,15,26,54","69,8,88,76,53"
8988827055,True,"35,54,68,7,64","106,32,6,14,119"
8988826966,True,"76,8,64,71,14","19,15,35,86,41"
8988826961,False,"84,98,31,138,22","79,25,14,121,114"
8988826886,True,"54,74,35,129,64","8,138,14,7,21"
8988826854,True,"23,14,55,84,56","21,76,54,42,121"
8988826845,True,"74,20,31,135,131","100,6,14,2,7"
8988826826,False,"54,87,2,26,25","80,73,107,86,123"
