match_id,radiant_win,radiant_team,dire_team
8988824068,True,"61,89,1,6,82","81,20,34,92,28"
8988824049,True,"72,48,14,101,2","11,84,21,49,67"
8988824045,True,"7,8,64,26,128","43,72,129,33,23"
8988824029,True,"21,108,113,71,7","2,107,30,44,55"
8988823998,True,"25,6,21,91,107","83,85,119,9,1"
8988823952,False,"20,60,17,121,145","88,126,97,41,19"
8988823948,False,"14,8,62,2,72","107,85,121,54,74"
8988823925,True,"69,102,44,84,105","36,4,56,14,53"
8988823900,True,"18,42,79,108,7","93,70,11,30,35"
8988823871,True,"20,42,72,64,126","35,97,26,19,63"
8988823868,False,"145,54,16,75,95","90,48,8,9,14"
8988823866,True,"22,5,42,56,21","54,2,106,8,3"
8988823850,True,"83,74,20,34,84","32,66,16,40,5"
8988823843,False,"64,71,52,6,88","7,31,8,99,39"
8988823840,False,"71,85,28,38,11","6,22,26,36,14"
8988823756,True,"88,48,29,7,35","96,42,31,68,39"
8988823753,True,"74,64,93,97,86","26,62,44,27,21"
8988823721,True,"9,1,74,14,92","69,100,128,52,46"
8988823716,True,"44,21,25,120,26","49,91,93,31,121"
8988823697,True,"119,59,106,83,53","108,86,54,3,25"
8988823687,False,"128,28,50,88,109","60,85,119,54,25"
8988823677,True,"27,44,21,22,69","84,90,80,53,75"
8988823676,True,"21,85,2,128,6","135,19,9,111,67"
8988823657,False,"97,84,25,111,145","39,2,92,74,51"
8988823632,False,"5,84,18,106,63","62,104,12,93,83"
8988823626,False,"19,137,112,9,129","57,101,135,87,70"
8988823608,True,"128,6,104,90,22","103,97,107,11,131"
8988823604,False,"5,112,1,29,21","14,48,32,15,79"
8988823582,False,"67,64,112,4,37","85,57,145,36,123"
8988823578,False,"47,35,25,84,41","22,74,14,136,60"
8988823564,True,"1,45,84,75,126","71,114,2,86,17"
8988823532,True,"21,74,96,5,41","8,73,2,14,84"
8988823513,True,"27,20,56,138,71","94,33,88,54,39"
8988823438,True,"19,56,71,109,16","40,138,137,108,22"
8988823434,False,"44,21,73,88,9","40,53,104,84,36"
8988823427,True,"75,5,6,54,34","47,8,84,49,11"
8988823414,False,"25,63,90,104,40","131,135,128,29,46"
8988823385,True,"26,28,22,54,121","39,20,56,93,84"
8988823368,True,"55,20,30,86,68","59,106,71,5,44"
8988823343,True,"86,100,84,72,47","88,108,75,123,67"
8988823328,True,"63,121,74,2,14","44,29,97,123,93"
8988823320,True,"42,70,23,86,85","8,9,113,45,93"
8988823241,True,"11,21,25,27,84","60,26,63,7,36"
8988823221,False,"23,14,94,85,18","22,10,2,35,12"
8988823210,True,"9,55,70,30,33","45,37,47,109,26"
8988823208,True,"55,44,123,52,9","16,11,119,112,92"
8988823157,False,"6,43,3,42,14","26,35,27,90,5"
8988823122,True,"7,107,26,36,135","86,6,145,42,103"
8988823073,True,"22,81,17,38,7","15,111,48,20,35"
8988823067,True,"88,129,93,51,86","54,101,100,47,14"
8988823063,True,"108,20,37,47,21","106,42,112,85,44"
8988823060,False,"28,36,68,54,107","9,80,27,145,92"
8988823039,True,"19,14,5,26,41","22,106,126,35,12"
8988823038,True,"8,111,7,14,15","78,40,30,11,48"
8988823033,True,"93,64,86,74,2","8,108,5,71,11"
8988823019,True,"21,108,26,4,104","18,15,86,100,84"
8988823011,False,"21,2,26,93,106","11,53,29,86,14"
8988822976,False,"20,114,84,101,14","1,32,96,86,74"
8988822958,True,"71,101,44,102,84","9,54,135,106,30"
8988822906,True,"19,9,6,47,84","64,15,88,2,58"
8988822830,True,"131,81,145,20,47","22,128,44,33,86"
8988822814,True,"74,7,27,84,109","44,135,49,64,112"
8988822813,True,"121,2,30,44,96","50,20,26,58,104"
8988822811,True,"119,4,42,35,83","27,17,145,26,136"
8988822791,True,"18,26,71,49,2","27,39,69,9,54"
8988822785,True,"21,23,135,44,136","34,81,1,54,61"
8988822763,True,"7,53,119,60,123","62,112,135,2,10"
8988822759,False,"98,6,14,75,62","67,9,17,1,5"
8988822743,False,"35,104,44,64,27","7,108,43,56,1"
8988822738,True,"81,35,85,114,0","42,37,64,22,44"
8988822732,False,"7,76,21,86,135","107,53,9,119,120"
8988822729,True,"7,30,14,54,53","106,1,17,84,87"
8988822709,True,"126,51,86,93,36","91,31,19,11,84"
8988822648,True,"16,54,105,49,14","36,11,33,6,31"
8988822631,True,"5,76,73,54,119","74,86,71,37,8"
8988822599,False,"51,10,14,7,35","11,45,34,55,44"
8988822589,False,"99,42,14,26,16","93,30,155,91,35"
8988822574,True,"100,11,33,71,25","106,95,5,96,86"
8988822540,True,"80,93,85,83,104","51,56,96,112,110"
8988822483,False,"57,33,22,1,87","12,2,31,28,30"
8988822478,True,"107,101,44,26,35","36,19,85,31,121"
8988822455,True,"7,86,95,50,20","27,84,89,25,102"
8988822439,False,"101,63,14,59,18","20,29,4,55,121"
8988822426,True,"76,26,40,42,46","21,9,95,107,28"
8988822374,False,"11,119,15,74,100","73,145,55,47,121"
8988822372,True,"42,93,110,58,9","11,39,7,97,87"
8988822371,False,"26,14,48,35,7","9,98,44,126,87"
8988822351,True,"32,37,84,11,107","14,86,26,106,48"
8988822313,True,"84,32,58,35,21","28,44,26,126,9"
8988822308,False,"100,11,1,14,25","126,86,91,52,74"
8988822297,True,"108,35,20,63,34","26,79,126,48,2"
8988822271,False,"61,84,62,126,42","22,96,14,106,36"
8988822256,True,"9,1,14,71,137","44,84,104,74,123"
8988822238,True,"30,48,28,35,14","67,63,3,129,34"
8988822225,False,"28,46,14,48,75","26,53,9,85,83"
8988822220,True,"21,5,121,85,8","137,28,55,101,11"
8988822214,False,"14,21,84,101,93","2,110,8,7,39"
8988822202,True,"48,90,75,8,138","20,101,57,4,22"
8988822178,True,"42,8,93,68,88","1,35,9,74,136"
8988822159,False,"101,29,99,85,21","39,44,7,31,84"
8988822134,True,"59,33,112,42,86","36,20,44,30,29"
8988822063,False,"86,11,84,97,21","119,32,26,53,19"
8988822047,False,"54,51,9,126,85","84,86,33,56,35"
8988822028,True,"56,112,114,11,21","27,105,13,101,14"
8988822013,True,"41,84,37,105,78","22,32,6,52,23"
8988822011,False,"63,25,47,7,86","72,94,30,39,85"
8988822009,True,"75,29,20,57,48","27,9,76,95,85"
8988822003,True,"54,60,14,74,5","111,19,9,22,104"
8988821979,True,"25,10,106,90,85","35,49,32,36,31"
8988821976,False,"86,68,128,109,129","90,14,62,33,6"
8988821927,True,"54,7,104,75,121","106,84,101,79,19"
8988821844,False,"63,64,94,52,26","25,14,129,42,35"
8988821818,True,"27,48,113,100,76","86,96,14,56,78"
8988821816,False,"99,136,105,31,97","6,83,12,14,36"
8988821771,True,"35,40,92,84,48","54,53,14,22,86"
8988821769,True,"75,120,85,14,47","57,73,93,105,106"
8988821732,True,"137,63,9,30,54","26,25,77,56,22"
8988821658,False,"101,95,28,21,119","87,107,106,86,10"
8988821628,True,"104,74,68,35,22","63,52,87,67,41"
8988821602,False,"20,41,36,51,73","14,69,67,37,88"
8988821592,True,"145,30,109,100,67","36,51,26,85,44"
8988821580,True,"5,25,44,16,22","11,98,30,97,32"
8988821552,True,"108,5,40,18,25","56,93,47,9,102"
8988821539,True,"20,135,121,54,76","108,90,8,14,33"
8988821523,False,"42,36,67,22,5","12,16,123,17,110"
8988821522,True,"62,44,53,35,129","51,97,42,91,131"
8988821513,False,"31,21,98,30,54","35,5,19,71,42"
8988821503,False,"101,68,59,8,14","28,86,93,5,53"
8988821491,True,"36,74,85,27,4","90,14,57,6,17"
8988821480,True,"32,11,51,21,42","14,22,6,107,137"
8988821458,True,"9,43,56,96,81","90,45,20,25,49"
8988821452,True,"75,108,64,8,106","7,9,30,25,11"
8988821442,False,"30,29,26,47,6","8,2,37,35,31"
8988821394,True,"31,97,91,136,3","59,121,96,123,8"
8988821392,True,"107,74,42,75,54","50,51,85,20,11"
8988821383,False,"101,126,96,9,25","75,112,14,46,44"
8988821360,False,"50,5,69,6,74","25,12,85,35,100"
8988821356,True,"101,18,68,13,59","21,36,99,20,44"
8988821354,True,"128,73,119,123,96","9,99,109,74,138"
8988821339,True,"25,135,48,66,62","114,26,86,46,28"
8988821323,True,"88,93,25,14,114","40,5,20,75,47"
8988821320,False,"23,74,54,111,2","68,14,6,7,28"
8988821285,True,"10,123,29,21,30","98,107,131,20,76"
8988821261,True,"20,64,55,39,19","82,84,71,18,112"
8988821246,True,"23,131,49,123,1","64,2,22,107,48"
8988821238,False,"28,104,18,91,11","46,75,69,37,35"
8988821235,True,"11,70,84,5,19","53,107,74,14,44"
8988821212,True,"108,49,53,64,4","101,6,50,99,35"
8988821204,False,"44,32,81,75,30","68,100,64,59,1"
8988821178,True,"19,26,12,97,112","37,123,9,31,120"
8988821161,True,"38,62,8,106,5","36,87,14,11,55"
8988821140,True,"30,107,4,88,67","7,44,35,26,74"
8988821112,False,"9,45,49,53,155","136,100,145,91,42"
8988821096,True,"101,71,7,6,9","105,25,86,137,93"
8988821088,False,"6,88,36,7,35","2,54,22,86,47"
8988821086,True,"106,18,19,20,12","91,35,28,22,119"
8988821084,False,"78,38,45,121,69","102,14,74,111,90"
8988821018,False,"104,6,41,86,64","22,44,68,9,56"
8988820998,True,"97,8,45,126,131","114,60,88,41,74"
8988820991,True,"84,107,68,16,36","70,96,75,35,101"
8988820990,False,"103,108,8,5,25","36,26,38,90,136"
8988820877,True,"8,21,86,40,25","71,110,29,18,20"
8988820873,False,"9,25,36,54,27","106,103,48,120,40"
8988820872,True,"55,87,18,59,56","14,74,83,114,131"
8988820863,True,"31,135,6,13,26","14,123,57,5,11"
8988820842,False,"21,2,35,62,93","61,26,60,40,54"
8988820836,True,"25,2,87,42,136","75,69,107,86,6"
8988820815,False,"14,74,107,112,101","44,13,33,7,85"
8988820811,True,"64,10,87,47,16","71,119,8,3,54"
8988820791,False,"59,136,105,121,26","129,82,34,5,36"
8988820790,True,"37,14,2,40,8","74,22,135,26,44"
8988820788,True,"6,22,14,71,36","82,97,86,106,56"
8988820786,False,"100,56,120,71,33","119,27,8,35,2"
8988820780,False,"37,35,99,59,27","84,60,30,54,121"
8988820779,True,"40,100,28,54,113","45,7,84,14,30"
8988820735,True,"27,98,86,49,14","53,9,128,97,93"
8988820725,False,"100,32,25,33,75","55,84,22,41,2"
8988820706,False,"73,28,101,97,29","8,102,74,26,14"
8988820698,True,"107,21,18,7,43","42,31,8,25,123"
8988820658,False,"11,20,54,5,84","123,42,37,6,35"
8988820643,True,"11,53,44,7,14","73,63,54,99,86"
8988820635,True,"1,83,39,64,48","7,111,2,9,6"
8988820632,True,"54,36,7,128,62","12,123,74,29,22"
8988820618,False,"12,79,131,14,74","49,4,63,11,82"
8988820590,True,"68,107,7,54,90","2,1,76,64,9"
8988820588,True,"44,58,19,27,76","8,29,5,46,92"
8988820583,True,"90,101,20,62,42","69,8,7,45,9"
8988820575,True,"85,63,22,35,110","9,131,19,77,114"
8988820569,False,"44,31,96,88,98","21,135,26,43,1"
8988820554,True,"71,87,4,88,74","35,1,128,100,54"
8988820551,False,"30,101,3,26,110","86,40,14,84,93"
8988820519,True,"84,86,81,25,11","88,76,108,54,31"
8988820515,False,"48,28,75,93,47","20,67,81,21,84"
8988820489,False,"26,62,9,71,93","19,86,15,145,35"
8988820469,False,"64,11,93,9,40","35,41,59,5,85"
8988820459,False,"12,40,7,1,74","20,63,25,26,104"
8988820458,True,"84,100,11,126,14","73,10,38,53,70"
8988820443,False,"97,71,26,9,95","84,1,107,85,62"
8988820441,False,"136,47,30,106,69","121,93,67,2,9"
8988820431,True,"53,81,101,55,108","36,35,12,68,155"
8988820430,False,"6,30,41,14,128","105,35,88,40,19"
8988820417,False,"84,63,5,106,23","9,76,32,36,86"
8988820408,False,"71,50,39,14,56","69,59,25,47,101"
8988820397,False,"90,11,53,48,33","49,22,26,81,101"
8988820386,False,"64,74,97,112,1","6,36,105,84,62"
8988820347,False,"121,6,83,14,107","7,23,123,136,8"
8988820338,False,"105,87,5,6,129","106,86,100,44,57"
8988820320,False,"85,28,56,54,58","119,10,25,42,86"
8988820298,True,"98,100,8,10,20","2,86,36,67,53"
8988820254,False,"17,15,31,28,14","5,69,128,70,105"
8988820235,True,"86,74,7,109,14","28,119,111,6,35"
8988820221,True,"22,86,37,80,42","79,93,23,6,101"
8988820219,True,"123,105,96,64,8","31,97,6,22,109"
8988820198,True,"75,14,71,2,93","18,17,86,108,26"
8988820189,True,"43,106,97,20,100","8,101,35,135,83"
8988820171,True,"73,14,85,41,30","26,97,35,54,49"
8988820155,True,"123,20,69,40,120","32,51,42,39,27"
8988820154,False,"26,54,4,47,64","112,44,29,14,121"
8988820127,False,"17,86,85,26,8","96,9,19,75,6"
8988820123,False,"105,84,2,34,6","14,3,29,5,11"
8988820118,True,"128,11,9,75,84","17,121,85,123,54"
8988820116,True,"112,100,63,108,9","25,93,90,49,15"
8988820098,False,"72,145,64,135,26","85,17,108,29,63"
8988820095,True,"62,75,28,10,14","71,20,108,9,106"
8988820094,True,"75,30,63,15,101","86,26,78,8,35"
8988820066,False,"49,26,44,75,71","40,83,14,109,74"
8988820061,False,"10,100,86,8,14","74,22,71,18,99"
8988820057,True,"59,35,104,86,40","14,26,123,108,44"
8988820041,True,"41,2,97,30,91","45,38,27,106,129"
8988820031,False,"31,36,75,12,20","7,145,59,50,85"
8988820015,True,"138,31,84,41,44","129,9,93,27,62"
8988820000,True,"75,96,86,109,59","7,26,29,25,8"
8988819997,True,"9,8,26,36,108","6,64,86,59,29"
8988819990,True,"86,22,9,44,71","17,11,7,97,84"
8988819970,False,"54,35,55,84,40","29,76,36,1,86"
8988819953,False,"62,26,135,126,18","29,50,109,74,14"
8988819952,False,"28,93,14,40,74","4,33,103,37,88"
8988819944,True,"54,110,35,84,2","11,12,108,30,26"
8988819943,True,"91,135,59,48,25","55,104,32,46,40"
8988819924,False,"97,14,35,48,21","36,40,47,20,89"
8988819922,True,"107,108,74,18,26","92,44,9,87,104"
8988819903,True,"136,35,102,10,135","27,14,20,70,6"
8988819900,True,"28,41,25,86,14","11,9,74,107,39"
8988819879,False,"71,18,36,84,69","74,41,5,27,7"
8988819877,False,"131,35,62,29,18","96,44,9,112,14"
8988819873,True,"107,54,31,101,28","16,11,86,119,59"
8988819846,False,"51,64,32,35,97","71,86,2,74,41"
8988819845,True,"28,128,86,8,26","67,33,111,7,29"
8988819842,True,"84,85,32,65,35","114,41,62,31,23"
8988819839,True,"35,67,55,113,103","129,30,8,101,64"
8988819816,True,"85,26,15,49,54","107,2,11,74,128"
8988819796,True,"5,81,25,11,85","43,101,3,60,6"
8988819747,True,"55,44,30,7,28","96,84,35,107,21"
8988819746,False,"88,28,53,31,8","106,44,96,14,22"
8988819743,True,"62,138,2,11,5","13,15,9,84,20"
8988819741,True,"110,104,25,101,41","96,1,84,16,26"
8988819740,False,"25,7,9,27,26","86,11,22,111,10"
8988819729,False,"7,6,76,14,88","84,108,80,86,74"
8988819708,False,"71,114,62,25,40","96,131,8,13,112"
8988819706,True,"42,86,76,30,81","106,10,7,64,14"
8988819684,True,"26,14,106,36,136","6,21,101,2,76"
8988819674,False,"28,30,129,93,86","7,6,60,36,26"
8988819666,True,"14,26,64,102,44","42,33,25,128,85"
8988819647,True,"17,21,9,71,54","48,11,75,88,108"
8988819619,False,"11,61,36,69,38","22,108,101,44,40"
8988819586,True,"55,93,39,107,31","15,4,88,86,29"
8988819576,False,"26,72,4,64,53","129,44,52,62,91"
8988819527,True,"21,128,86,2,74","110,4,68,69,35"
8988819506,False,"114,9,11,106,1","19,14,107,123,102"
8988819504,True,"16,11,74,123,26","96,30,80,128,84"
8988819480,True,"14,36,64,21,29","155,138,78,68,9"
8988819476,True,"75,80,108,64,15","28,54,26,30,104"
8988819453,True,"20,14,74,44,86","72,59,92,100,26"
8988819429,True,"14,16,104,7,18","49,26,112,20,74"
8988819395,True,"1,96,46,86,72","30,123,22,15,74"
8988819391,True,"25,121,74,135,21","1,101,145,119,98"
8988819339,True,"110,107,54,123,114","27,8,85,59,135"
8988819331,False,"34,107,86,54,20","10,88,135,84,3"
8988819313,True,"41,26,42,36,86","52,8,27,2,39"
8988819310,False,"15,11,88,96,73","54,14,98,75,5"
8988819307,True,"9,35,14,30,11","86,121,8,93,63"
8988819289,True,"105,82,11,2,21","20,30,76,58,69"
8988819264,False,"48,57,21,93,32","97,30,12,131,5"
8988819261,False,"49,100,34,84,135","74,47,123,55,12"
8988819259,True,"2,35,69,41,87","84,9,48,36,85"
8988819241,True,"35,14,25,64,45","121,97,47,48,32"
8988819198,True,"85,86,93,42,14","22,71,36,54,84"
8988819193,True,"85,36,74,67,51","84,5,71,42,48"
8988819166,True,"88,2,64,52,44","18,23,34,21,58"
8988819134,False,"104,13,64,67,87","25,26,54,30,108"
8988819129,True,"86,97,11,17,27","38,64,12,20,25"
8988819109,True,"44,68,104,39,88","91,73,34,69,48"
8988819107,False,"85,17,9,12,31","2,93,32,88,45"
8988819099,True,"135,9,54,5,74","83,123,48,13,42"
8988819075,False,"32,97,128,18,155","14,41,5,103,75"
8988819058,False,"75,30,110,4,71","40,74,101,10,105"
8988819054,True,"35,25,9,7,96","102,42,86,74,72"
8988819027,True,"53,86,60,101,90","81,36,128,52,9"
8988819026,False,"57,107,105,63,84","85,73,37,10,4"
8988819021,True,"62,135,82,55,91","21,8,123,80,85"
8988819005,True,"85,14,97,93,26","22,96,64,91,70"
8988818983,True,"43,8,64,137,119","138,83,36,86,14"
8988818973,False,"137,76,84,49,37","11,3,27,2,67"
8988818962,True,"40,48,62,90,34","22,97,145,26,41"
8988818951,True,"11,135,19,40,145","69,121,68,74,44"
8988818949,False,"136,25,123,2,1","119,5,48,49,96"
8988818935,False,"21,106,123,97,120","91,72,28,26,32"
8988818925,False,"74,104,62,145,7","114,64,35,28,71"
8988818891,True,"86,25,44,21,31","110,20,84,54,96"
8988818853,False,"72,96,5,71,93","20,1,121,90,123"
8988818851,False,"9,84,120,40,11","12,71,101,128,33"
8988818830,True,"10,86,128,75,19","61,21,90,39,46"
8988818827,False,"26,22,93,54,106","109,74,129,87,119"
8988818821,False,"5,84,88,28,67","97,51,30,18,39"
8988818806,False,"81,4,135,14,48","30,36,99,22,86"
8988818762,False,"5,30,69,6,23","76,7,106,9,88"
8988818757,False,"72,44,40,27,14","23,30,54,84,48"
8988818755,True,"90,45,14,5,41","128,108,114,35,26"
8988818730,False,"21,23,26,8,36","9,113,22,25,119"
8988818728,False,"8,5,47,21,51","14,74,131,28,54"
8988818720,True,"2,7,86,75,93","114,25,12,97,71"
8988818691,False,"41,15,111,106,75","135,84,74,35,54"
8988818664,True,"31,87,8,7,108","128,92,5,1,75"
8988818624,True,"62,30,55,11,74","123,28,106,46,100"
8988818603,True,"52,50,2,48,62","5,93,14,8,71"
8988818587,True,"85,44,123,11,135","86,114,107,90,54"
8988818573,True,"71,67,27,17,9","18,53,39,55,14"
8988818565,False,"10,85,14,96,68","71,33,155,131,91"
8988818548,True,"93,86,104,33,74","55,54,34,72,64"
8988818546,False,"135,35,74,48,2","46,106,108,87,9"
8988818535,True,"137,64,76,135,59","89,70,72,4,77"
8988818527,True,"51,35,86,48,2","42,29,8,101,9"
8988818516,False,"71,86,22,97,23","131,93,51,9,14"
8988818498,True,"84,15,21,23,5","75,128,14,76,18"
8988818496,True,"107,14,74,10,96","86,85,63,27,114"
8988818481,True,"14,112,106,8,50","84,46,104,22,101"
8988818470,False,"145,8,101,27,10","97,34,90,7,109"
8988818460,True,"12,15,110,35,64","9,54,11,71,111"
8988818443,True,"17,11,40,91,47","97,22,74,67,83"
8988818440,True,"97,25,55,74,86","137,50,71,35,1"
8988818435,False,"7,30,101,35,8","53,18,107,63,112"
8988818428,True,"13,69,11,75,123","39,8,2,14,101"
8988818373,False,"81,25,31,41,74","76,14,7,58,21"
8988818356,True,"47,35,97,49,14","74,45,3,121,109"
8988818350,False,"47,8,22,65,14","84,121,44,21,11"
8988818329,False,"69,11,40,85,86","14,17,7,6,55"
8988818306,False,"123,35,37,18,96","105,8,135,74,85"
8988818277,False,"105,61,109,98,51","128,33,101,54,84"
8988818271,True,"31,82,41,45,90","123,101,99,74,27"
8988818237,True,"2,8,14,5,4","42,31,39,6,97"
8988818230,True,"53,70,30,74,85","87,26,14,100,109"
8988818211,False,"15,62,53,34,16","1,14,84,22,47"
8988818183,False,"26,119,60,48,102","20,44,35,97,104"
8988818179,True,"17,41,64,105,80","14,137,38,136,28"
8988818177,True,"23,80,9,107,76","100,11,91,42,21"
8988818158,False,"35,49,4,31,21","81,91,11,90,86"
8988818156,True,"145,114,21,64,135","33,53,1,11,85"
8988818138,True,"1,31,14,81,21","105,110,100,101,104"
8988818135,True,"35,20,97,72,47","84,94,100,2,58"
8988818131,False,"108,48,19,9,14","8,2,105,95,50"
8988818129,False,"86,27,69,74,8","93,31,35,22,2"
8988818122,False,"63,75,74,41,20","67,11,84,88,37"
8988818109,True,"34,97,103,41,64","121,67,110,2,39"
8988818103,True,"74,84,25,85,54","22,33,86,14,44"
8988818092,False,"22,4,89,41,26","21,52,9,32,99"
8988818055,True,"75,62,48,80,135","11,55,12,112,123"
8988818054,True,"35,86,41,9,21","123,129,11,101,52"
8988818050,False,"27,29,54,2,23","104,123,41,35,76"
8988818048,False,"29,112,71,94,25","10,3,91,38,1"
8988818026,False,"26,58,128,67,98","30,28,62,4,11"
8988818012,False,"17,76,15,128,71","40,53,11,14,114"
8988818006,True,"16,74,9,31,71","105,11,6,98,2"
8988818004,True,"106,60,18,14,71","7,49,12,111,64"
8988817988,True,"53,97,63,35,64","37,111,42,51,86"
8988817987,False,"44,40,33,23,85","20,71,22,56,2"
8988817972,False,"76,5,66,34,44","8,35,22,97,64"
8988817961,False,"126,68,74,11,84","71,55,86,22,20"
8988817927,False,"75,128,109,7,39","67,35,26,11,30"
8988817922,False,"12,62,39,85,21","18,27,84,7,113"
8988817907,True,"35,55,56,111,16","1,15,86,62,107"
8988817905,True,"11,37,29,44,102","22,6,26,126,84"
8988817897,False,"34,48,111,2,3","54,64,74,14,75"
8988817878,False,"35,41,75,108,16","5,2,8,131,36"
8988817868,False,"41,69,9,25,27","14,22,23,96,48"
8988817866,True,"4,20,119,15,72","56,97,21,3,64"
8988817863,False,"59,18,105,5,11","41,47,86,20,88"
8988817838,True,"14,71,131,36,35","18,110,76,87,7"
8988817832,True,"59,8,95,30,96","67,108,35,53,20"
8988817806,True,"93,36,9,2,45","108,54,76,5,85"
8988817803,False,"75,137,4,96,112","104,101,110,53,126"
8988817787,True,"8,93,90,86,42","121,101,79,33,36"
8988817776,True,"6,41,48,71,5","74,53,108,110,9"
8988817761,False,"22,84,105,11,76","16,18,26,85,42"
8988817757,True,"57,70,123,113,71","54,11,105,42,22"
8988817755,False,"96,112,84,12,14","8,87,74,55,26"
8988817753,False,"5,136,13,23,73","22,104,107,74,8"
8988817752,False,"97,26,86,107,35","79,72,106,67,74"
8988817749,False,"80,63,26,41,68","21,74,12,71,75"
8988817734,False,"80,21,27,22,14","26,74,93,15,84"
8988817713,True,"81,21,64,69,48","26,20,11,42,44"
8988817707,True,"85,7,108,35,72","45,22,2,84,21"
8988817705,True,"104,36,63,70,137","97,28,26,19,145"
8988817668,True,"106,108,99,35,27","9,111,121,36,17"
8988817660,True,"86,60,93,84,25","18,27,30,64,99"
8988817624,True,"74,26,21,15,84","73,14,8,5,108"
8988817613,False,"70,113,21,63,2","99,75,53,7,90"
8988817604,False,"20,45,35,27,85","131,5,104,106,1"
8988817587,False,"27,2,111,70,32","44,93,5,55,48"
8988817578,True,"86,22,35,41,96","36,8,64,9,16"
8988817576,False,"26,9,36,38,70","6,23,104,14,47"
8988817573,False,"1,33,120,26,9","5,48,45,81,97"
8988817572,False,"74,34,18,111,84","145,112,106,86,135"
8988817571,True,"54,27,9,7,78","20,32,35,108,12"
8988817556,False,"26,38,79,67,36","60,86,62,81,19"
8988817552,True,"129,112,84,32,49","45,104,21,74,8"
8988817533,True,"91,81,113,5,71","7,74,35,17,54"
8988817526,True,"42,9,126,11,84","48,8,99,38,26"
8988817524,True,"75,14,86,4,16","7,74,41,104,100"
8988817474,False,"26,81,104,128,74","9,20,11,4,97"
8988817432,True,"23,21,5,46,14","25,100,96,71,62"
8988817409,True,"9,74,88,84,1","112,6,4,96,128"
8988817401,False,"84,11,55,79,63","20,2,37,113,35"
8988817357,True,"11,70,104,74,123","25,28,30,14,8"
8988817348,True,"2,27,8,20,31","6,103,105,26,84"
8988817334,True,"36,1,119,85,25","100,6,21,42,31"
8988817290,True,"84,25,74,9,73","39,22,8,96,26"
8988817285,True,"136,131,11,9,96","54,106,80,74,84"
8988817282,True,"100,32,69,25,30","108,14,36,1,86"
8988817259,False,"12,64,39,59,68","26,53,22,2,155"
8988817252,True,"107,2,87,12,6","9,31,51,11,104"
8988817232,True,"7,74,75,93,42","104,101,126,121,67"
8988817217,False,"35,14,9,31,46","100,11,60,88,39"
8988817216,True,"71,84,11,8,3","87,2,40,93,36"
8988817189,True,"97,2,26,20,9","21,56,18,34,14"
8988817178,True,"67,37,10,62,14","2,35,119,84,22"
8988817165,False,"85,22,12,49,42","88,39,81,112,129"
8988817156,False,"20,14,19,111,36","84,33,22,6,135"
8988817139,False,"60,128,74,53,97","123,54,45,84,120"
8988817138,True,"30,109,106,123,108","44,101,28,128,105"
8988817137,False,"85,47,109,135,121","74,136,50,48,42"
8988817122,True,"21,74,14,8,22","86,97,12,51,106"
8988817115,True,"54,49,5,23,9","25,131,30,98,53"
8988817104,False,"25,75,86,107,23","96,100,138,13,123"
8988817084,True,"105,112,99,12,106","29,21,18,101,30"
8988817081,False,"93,60,84,126,123","26,8,4,108,45"
8988817077,False,"64,43,2,54,36","15,48,14,86,107"
8988817074,True,"21,49,12,123,100","3,135,8,39,112"
8988817043,True,"83,20,69,90,37","35,81,93,74,86"
8988817041,False,"71,8,53,101,16","105,45,2,21,54"
8988817038,False,"135,80,30,20,131","33,84,11,50,76"
8988817032,False,"46,137,90,86,97","75,18,9,25,35"
8988817020,True,"9,32,39,35,85","83,52,36,93,8"
8988816964,False,"11,108,45,17,71","14,119,5,102,25"
8988816953,True,"101,26,1,136,99","21,76,36,25,8"
8988816928,True,"119,67,113,32,5","35,84,9,136,93"
8988816922,True,"74,70,60,7,84","97,62,108,67,105"
8988816917,False,"26,44,13,6,71","80,2,107,54,121"
8988816914,True,"28,9,86,32,11","55,48,47,14,31"
8988816868,False,"5,9,60,12,98","56,83,108,14,25"
8988816846,True,"90,91,8,108,40","14,93,35,120,123"
8988816843,True,"2,14,53,64,35","41,106,71,74,11"
8988816834,True,"1,36,128,84,21","16,20,73,27,88"
8988816830,True,"21,135,86,121,54","11,2,39,74,26"
8988816812,True,"123,85,48,74,108","136,73,61,107,27"
8988816811,True,"73,7,74,84,112","138,71,11,96,35"
8988816806,False,"123,29,111,21,67","20,108,86,7,11"
8988816805,True,"44,47,17,26,84","86,27,6,13,18"
8988816778,True,"23,68,86,44,84","75,73,36,6,30"
8988816765,False,"2,8,128,22,47","105,96,1,11,123"
8988816750,False,"36,86,40,6,96","18,54,97,112,51"
8988816742,False,"110,17,2,20,123","106,42,8,22,45"
8988816717,False,"121,48,87,64,42","104,27,30,74,89"
8988816653,True,"5,6,45,135,8","62,21,75,36,44"
8988816650,False,"84,35,19,53,51","55,22,64,128,41"
8988816649,True,"54,29,22,106,21","7,67,96,17,86"
8988816648,False,"74,15,44,9,20","29,119,83,93,70"
8988816627,True,"11,30,86,85,44","80,35,2,68,58"
8988816617,False,"85,11,44,14,20","27,48,17,66,84"
8988816611,False,"54,20,26,97,74","29,71,41,25,62"
8988816600,True,"111,1,34,84,87","8,74,86,14,22"
8988816586,False,"76,12,108,68,27","8,28,106,5,85"
8988816570,True,"47,23,14,99,84","8,20,48,9,64"
